city,lat,lng,country,population
Pijijiapan,15.6833,-93.2167,Mexico,18219
Zielonka,52.3008,21.1586,Poland,18219
Ţāqah,17.0372,54.4036,Oman,18218
Banī Ḩasan ash Shurūq,27.9333,30.8833,Egypt,18218
Nazaré Paulista,-23.1808,-46.395,Brazil,18217
Farias Brito,-6.9272,-39.5728,Brazil,18217
Bettioua,35.8,-0.2667,Algeria,18215
Taku,33.2833,130.1167,Japan,18215
Gameleira,-8.5833,-35.3833,Brazil,18214
Sipacate,13.9333,-91.15,Guatemala,18212
Stillorgan,53.2888,-6.1958,Ireland,18212
Tirunāgeswaram,10.9646,79.4293,India,18212
Sāhna,30.4293,75.3813,India,18212
Filadelfia,-22.34,-60.03,Paraguay,18210
Sikhio,14.9,101.7167,Thailand,18209
Blindio,11.6133,-6.3444,Mali,18207
Serrita,-7.9333,-39.3167,Brazil,18207
Dagana,16.4833,-15.6,Senegal,18205
Amaraji,-8.4,-35.45,Brazil,18205
Kudatini,15.15,76.92,India,18205
Budhni,22.7825,77.682,India,18204
Kishi,35.3333,139.1333,Japan,18204
Shaying,25.974,105.4233,China,18203
Końskie,51.2,20.4167,Poland,18201
Santiago de María,13.4833,-88.4667,El Salvador,18201
Bet She’an,32.5,35.5,Israel,18200
North Massapequa,40.7031,-73.4678,United States,18198
Kiangara,-17.9667,47.0333,Madagascar,18197
Ranquitte,19.4167,-72.0833,Haiti,18197
Griffith,-34.29,146.04,Australia,18196
Palamós,41.85,3.1292,Spain,18196
San Sebastián Tutla,17.0667,-96.6667,Mexico,18195
Udaipura,23.0743,78.5111,India,18193
Pelham,43.0333,-79.3333,Canada,18192
Plymouth,40.1115,-75.2976,United States,18188
Washington,40.7877,-74.7918,United States,18188
Bedēsa,8.9,40.7833,Ethiopia,18187
Sarvestān,29.2739,53.2203,Iran,18187
Taufkirchen,48.05,11.6167,Germany,18185
‘Anbarābād,28.4794,57.8414,Iran,18185
Rikuzen-Takata,39.028,141.6254,Japan,18182
Oyama,35.3601,138.9873,Japan,18181
Concord,39.8741,-75.5135,United States,18181
Solonópole,-5.7333,-39.0167,Brazil,18179
Dapi,23.6494,120.4254,Taiwan,18178
Oconomowoc,43.0996,-88.4948,United States,18178
Quibaxi,-8.5,14.5833,Angola,18176
Aldo Bonzi,-34.7083,-58.5181,Argentina,18175
Mohiuddinnagar,25.5737,85.6694,India,18175
Steubenville,40.3653,-80.6519,United States,18175
South Fayette,40.3556,-80.1617,United States,18175
Warminster,51.205,-2.181,United Kingdom,18173
Gossau,47.4167,9.25,Switzerland,18171
Sycamore,41.9957,-88.6821,United States,18171
Vredendal,-31.6644,18.5061,South Africa,18170
Logansport,40.7472,-86.352,United States,18166
Bhadrapur,26.5444,88.0944,Nepal,18164
Meishan,23.5607,120.6296,Taiwan,18164
Tummalapenta,14.8997,80.0687,India,18164
Redhill,51.2393,-0.1726,United Kingdom,18163
Laives,46.4333,11.3333,Italy,18162
Åsane,60.4711,5.3272,Norway,18161
Kottapalle,17.2918,81.8939,India,18161
Corbetta,45.4667,8.9167,Italy,18161
Petawawa,45.9,-77.2833,Canada,18160
Colonial Heights,37.265,-77.3969,United States,18158
Xochiatipan de Castillo,20.8333,-98.285,Mexico,18157
Zinvié,6.6167,2.35,Benin,18157
Starodub,52.5833,32.7667,Russia,18156
Qishe,24.9232,104.7218,China,18154
Guayama,17.9743,-66.1104,Puerto Rico,18153
El Achir,36.0667,4.6333,Algeria,18149
Heckmondwike,53.708,-1.67,United Kingdom,18149
Bouarouss,34.3667,-4.8167,Morocco,18147
Lavāsān,35.8183,51.6383,Iran,18146
Ingá,-7.2678,-35.6128,Brazil,18144
Trujillo,4.25,-76.3333,Colombia,18142
Piatykhatky,48.4136,33.7028,Ukraine,18140
Čitluk,43.2,17.7,Bosnia and Herzegovina,18140
Keskin,39.6731,33.6136,Turkey,18139
Heusweiler,49.35,6.9167,Germany,18138
Minamishibetsuchō,43.55,141.9167,Japan,18138
Dobrush,52.4167,31.3167,Belarus,18137
Pinabacdao,11.62,124.98,Philippines,18136
Yoshimi,36.0399,139.4538,Japan,18133
Schofield Barracks,21.4936,-158.0617,United States,18133
Palanga,55.9167,21.0667,Lithuania,18132
Andalucía,4.1667,-76.1667,Colombia,18132
Una,-15.2833,-39.0667,Brazil,18131
Tominian,13.2833,-4.5833,Mali,18130
Gangwuzhen,25.9644,105.3376,China,18130
Portsmouth,38.7538,-82.9445,United States,18130
Svilengrad,41.7667,26.2,Bulgaria,18129
Beerse,51.3167,4.8667,Belgium,18128
San Pedro,4,-76.2292,Colombia,18128
Sangre Grande,10.5667,-61.1333,Trinidad and Tobago,18127
Canby,45.2652,-122.6867,United States,18127
Dumri,25.5356,85.5996,India,18126
Jora Khurd,26.4893,77.9758,India,18126
New Castle,41.1841,-73.7721,United States,18125
Bourbonnais,41.183,-87.8784,United States,18125
Menasha,44.2125,-88.4271,United States,18125
Łomianki,52.3333,20.8833,Poland,18124
Ouankoro,13.3833,-3.8333,Mali,18123
Louny,50.3572,13.7969,Czechia,18121
Ciriè,45.2333,7.6,Italy,18121
Pottanūr,11.1098,77.9888,India,18120
Feyẕābād,35.0183,58.7839,Iran,18120
Terra Roxa d’Oeste,-24.1569,-54.0969,Brazil,18119
Barhampur,25.5976,84.3011,India,18119
Ambiula,-7.4333,14.65,Angola,18118
Raisāri,26.1319,87.0238,India,18117
Coronda,-31.9667,-60.9167,Argentina,18115
Poulton le Fylde,53.847,-2.995,United Kingdom,18115
Rāmpur,21.0735,84.3409,India,18114
Convención,8.8333,-73.2,Colombia,18112
Polohy,47.4833,36.25,Ukraine,18111
Gāndarbal,34.2262,74.7748,India,18111
Fâches-Thumesnil,50.5994,3.0744,France,18110
Mānikpur,25.91,86.821,India,18110
McAlester,34.9257,-95.7734,United States,18110
Caldas de Montbuy,41.6292,2.1694,Spain,18109
Pahārpur,25.5681,85.3763,India,18109
Shorewood,41.5169,-88.2146,United States,18109
Campos Belos,-13.0369,-46.7719,Brazil,18108
Mure,34.3376,134.1397,Japan,18108
Niles,41.1879,-80.7531,United States,18107
White Settlement,32.7554,-97.4605,United States,18106
Bình Minh,10.0961,105.7894,Vietnam,18105
Varjota,-4.1939,-40.4769,Brazil,18105
Fort Carson,38.7095,-104.772,United States,18105
Maoussa,35.3833,0.25,Algeria,18104
Hybla Valley,38.7484,-77.0821,United States,18104
Pavullo nel Frignano,44.3333,10.8333,Italy,18103
San Vito dei Normanni,40.6581,17.7078,Italy,18103
Großenhain,51.2833,13.55,Germany,18102
Borgo San Lorenzo,43.95,11.3833,Italy,18102
Kikube,1.3328,31.2075,Uganda,18100
Berkhampstead,51.76,-0.56,United Kingdom,18100
Cofradía,15.4168,-88.1603,Honduras,18100
Belterra,-2.6358,-54.9369,Brazil,18099
Dolný Kubín,49.2106,19.2975,Slovakia,18095
Southeast,41.4032,-73.5985,United States,18095
Tora,21.3262,83.6708,India,18093
Chapelle,19.4167,-72.55,Haiti,18092
Antonina,-25.4289,-48.7119,Brazil,18091
General Juan Madariaga,-37.0167,-57.1333,Argentina,18089
Madalena,-4.8569,-39.5769,Brazil,18088
Heguri,34.6333,135.7,Japan,18088
Cudahy,42.9467,-87.8641,United States,18087
Calenzano,43.8667,11.1667,Italy,18084
Barīkot,29.04,82.33,Nepal,18083
Ghouazi,34.4667,-5.3,Morocco,18081
Água Azul do Norte,-6.7908,-50.4669,Brazil,18080
Kopa,25.8513,84.6308,India,18080
East Riverdale,38.96,-76.9109,United States,18080
Arājpur,25.5197,87.0808,India,18073
Wandsworth,51.455,-0.192,United Kingdom,18072
Mayorga,10.9,125,Philippines,18071
Bobingen,48.2667,10.8167,Germany,18070
Kęty,49.9,19.2167,Poland,18067
Ricaurte,1.2108,-77.9933,Colombia,18067
Manyas,40.0464,27.97,Turkey,18066
Pedra Preta,-16.6228,-54.4739,Brazil,18066
São Tiago de Custoias,41.2,-8.633,Portugal,18065
Oroszlány,47.4833,18.3167,Hungary,18064
Fuente-Álamo de Murcia,37.7394,-1.1881,Spain,18063
Luganville,-15.5333,167.1667,Vanuatu,18062
Ismaning,48.2264,11.6725,Germany,18062
Tottiyam,10.988,78.3363,India,18061
Scarsdale,40.9902,-73.7773,United States,18061
Bīdestān,36.2308,50.1236,Iran,18060
Kottá Kalidindi,16.5032,81.2877,India,18059
Santa Ana,14.5277,121.0766,Philippines,18057
Sidi Allal Tazi,34.5197,-6.3236,Morocco,18055
Tlacoachistlahuaca,16.7833,-98.2,Mexico,18055
Ambāla,17.65,79.05,India,18054
Libjo,10.196,125.5328,Philippines,18051
Myślenice,49.8347,19.9389,Poland,18051
San Vicente,6.2819,-75.3322,Colombia,18051
Bādkulla,23.3036,88.5302,India,18051
Spanish Lake,38.7884,-90.2077,United States,18051
Middelharnis,51.75,4.17,Netherlands,18050
Annakunnu,11.7463,76.0415,India,18049
Vilavūr,8.2669,77.3052,India,18047
Buadiposo-Buntong,7.97,124.38,Philippines,18046
Nigrán,42.1419,-8.8056,Spain,18045
Chodzież,52.9833,16.9,Poland,18044
Taperoá,-13.5333,-39.0833,Brazil,18044
Timri,12.2,75.3861,India,18044
Whitestown,43.135,-75.3404,United States,18044
Carmelo,-34,-58.2833,Uruguay,18041
Sunbury,51.423,-0.424,United Kingdom,18041
Mwanza,-15.5986,34.5178,Malawi,18039
Abangaritos,10.2492,-85.0268,Costa Rica,18039
Frankenberg,51.0589,8.7967,Germany,18033
Bryn Mawr-Skyway,47.4949,-122.241,United States,18032
Keszthely,46.7696,17.2481,Hungary,18031
Târgu Neamţ,47.2025,26.3586,Romania,18029
Cristinápolis,-11.4758,-37.755,Brazil,18029
San Pedro,8.7333,-74.7167,Colombia,18029
Porto Novo,17.019,-25.064,Cabo Verde,18028
Schwechat,48.1411,16.4786,Austria,18026
Destelbergen,51.05,3.8,Belgium,18026
Gidi,23.6909,85.3641,India,18025
Valenza,45.0167,8.65,Italy,18025
Piossasco,44.9833,7.4667,Italy,18025
Zuhres,48.0167,38.2667,Ukraine,18024
Matigou,37.6043,109.9024,China,18024
Koratagere,13.522,77.2373,India,18024
Lakshmaneswaram,16.4082,81.6867,India,18023
Tordera,41.7008,2.72,Spain,18022
Ulao,25.4165,86.0936,India,18020
Banbalah,35.7,10.8,Tunisia,18018
Buchen in Odenwald,49.5217,9.3233,Germany,18018
Tillmans Corner,30.5819,-88.2128,United States,18018
Fécamp,49.76,0.38,France,18016
Itaberá,-23.8619,-49.1372,Brazil,18015
Jasien,54.3667,18.6333,Poland,18014
Fundão,-19.9328,-40.4069,Brazil,18014
Dumont,40.9452,-73.9923,United States,18014
Campina Verde,-19.5333,-49.4833,Brazil,18011
Toyono,34.9189,135.4942,Japan,18011
Marcos,18.0444,120.6786,Philippines,18010
Marsciano,42.9167,12.3333,Italy,18010
Rwamagana,-1.95,30.4333,Rwanda,18009
Nipomo,35.0319,-120.4985,United States,18009
Soisy-sous-Montmorency,48.9886,2.3006,France,18008
Biro,9.9,2.9333,Benin,18003
Ashtabula,41.8805,-80.7984,United States,18003
Sakri,26.2197,86.0853,India,18002
Terrell,32.734,-96.2931,United States,18001
Dbaïyé,33.9353,35.5897,Lebanon,18000
Antsampanimahazo,-19.64,47.158,Madagascar,18000
Antanambe,-16.4333,49.85,Madagascar,18000
Manampatrana,-21.65,47.5833,Madagascar,18000
Alakamisy,-20.2,47.3167,Madagascar,18000
Maroteza,-22.3,47.2,Madagascar,18000
Bemahatazana-Belobaka,-19.35,46,Madagascar,18000
Vohilengo,-17.3,49.4167,Madagascar,18000
Amboahangibe,-14.1333,49.8167,Madagascar,18000
Mahazoma,-17.1667,46.5667,Madagascar,18000
Ambongo,-23.45,47.2667,Madagascar,18000
Alatsinainy Ialamarina,-21.5333,47.3,Madagascar,18000
Analaiva,-20.3333,44.5,Madagascar,18000
Maroaloka,-25.1667,46.2,Madagascar,18000
Belobaka,-18.9833,45.6833,Madagascar,18000
Ankofa,-15.4,49.65,Madagascar,18000
Matsakabanja,-15.9167,45.8333,Madagascar,18000
Ambovombe Afovoany,-20.7667,47.0833,Madagascar,18000
Tsianisiha,-22.9,43.5833,Madagascar,18000
Beantake,-23.8,44.3,Madagascar,18000
Behenjy,-19.2,47.4833,Madagascar,18000
Tranoroa,-24.7,45.0667,Madagascar,18000
Qal‘ah-ye Zāl,37.015,68.4672,Afghanistan,18000
General Deheza,-32.7564,-63.7889,Argentina,18000
Al Hamalah,26.1497,50.4653,Bahrain,18000
Ad Dirāz,26.2186,50.4756,Bahrain,18000
Doruma,4.7333,27.7,Congo (Kinshasa),18000
Yoboki,11.5167,42.1,Djibouti,18000
Mickleover,52.901,-1.552,United Kingdom,18000
Gondar,29.5667,76.7833,India,18000
Tankāra,22.656,70.748,India,18000
Ghogaon,21.91,75.7,India,18000
Mahraurh,25.2378,84.1017,India,18000
Tall Qaşab,36.2583,41.9431,Iraq,18000
Athār,26.0392,86.059,India,17999
Gorham,43.7034,-70.4581,United States,17999
Kamienna Góra,50.7833,16.0333,Poland,17998
Batié,9.8833,-2.9167,Burkina Faso,17997
Kolonodale,-1.9833,121.3333,Indonesia,17997
Serra Preta,-12.16,-39.3319,Brazil,17996
Bombon,13.6867,123.1994,Philippines,17995
Tyāgadurgam,11.7411,79.077,India,17995
Aci Sant’Antonio,37.6,15.1167,Italy,17995
Cameron Park,38.6738,-120.9872,United States,17995
Wantagh,40.6686,-73.5104,United States,17995
Stony Plain,53.5264,-114.0069,Canada,17993
Neftegorsk,52.8,51.1667,Russia,17990
Oak Bay,48.4264,-123.3228,Canada,17990
Hijuelas,-32.7986,-71.1439,Chile,17988
San Cristóbal Cucho,14.9,-91.7833,Guatemala,17987
Ariccia,41.72,12.6711,Italy,17987
Mount Washington,38.043,-85.5551,United States,17987
Sevierville,35.8872,-83.5678,United States,17986
Kosvik,58.1418,8.0802,Norway,17981
Lagoa do Carro,-7.845,-35.32,Brazil,17981
Bourne,52.7684,-0.3775,United Kingdom,17981
Cuquío,20.929,-103.0229,Mexico,17980
Sivagiri,11.1179,77.7881,India,17979
Hranice,49.5525,17.7683,Czechia,17978
Halstenbek,53.6333,9.8667,Germany,17978
Sukhsena,25.7952,87.1089,India,17978
Rāmpur Tilak,25.8513,87.093,India,17977
Rājmahal,25.05,87.84,India,17974
Terenure,53.3098,-6.2835,Ireland,17972
Avtury,43.1667,46,Russia,17970
Kharabali,47.405,47.2556,Russia,17968
Konaklı,36.5833,31.8833,Turkey,17966
Dīzīcheh,32.3869,51.5122,Iran,17966
Antenor Navarro,-6.7333,-38.45,Brazil,17964
Melegnano,45.3667,9.3167,Italy,17964
North Grenville,44.9667,-75.65,Canada,17964
Sapeaçu,-12.7333,-39.2167,Brazil,17963
Santo Anastácio,-21.8383,-51.6103,Brazil,17963
Kegalle,7.2531,80.3453,Sri Lanka,17962
Chaita,25.7671,85.8792,India,17962
Souba,13.4139,-6.5972,Mali,17961
Payyannūr,12.0935,75.2025,India,17961
Cohoes,42.7732,-73.7077,United States,17960
Ptuj,46.4194,15.8694,Slovenia,17959
Towamencin,40.2417,-75.3387,United States,17959
Jadcherla,16.763,78.1443,India,17958
Torit,4.4081,32.575,South Sudan,17957
Bodegraven,52.0822,4.7504,Netherlands,17954
Almeria,11.6206,124.3794,Philippines,17954
Ranzan,36.0565,139.3205,Japan,17954
Koula,13.1167,-7.65,Mali,17953
Bucay,17.54,120.72,Philippines,17953
Ben Daoud,35.7192,0.5203,Algeria,17953
Erumāpālaiyam,11.6324,78.1695,India,17953
Barvāla,22.15,71.9,India,17951
Haren,53.1667,6.6,Netherlands,17950
Blythe,33.6219,-114.6195,United States,17949
Mūkondapalli,12.7514,77.8017,India,17948
Doylestown,40.2962,-75.1393,United States,17945
Flora,18.2147,121.4186,Philippines,17944
Loyalist,44.25,-76.75,Canada,17943
Stilfontein,-26.8428,26.7744,South Africa,17942
Yeddumailāram,17.5011,78.1242,India,17941
Falköping,58.175,13.5531,Sweden,17939
Bischheim,48.6144,7.7528,France,17939
Miyauchi,38.0667,140.1333,Japan,17939
Madeley,52.637,-2.448,United Kingdom,17935
Jiadong,22.4305,120.5471,Taiwan,17934
Agliana,43.9,11,Italy,17934
Kuchinda,21.7436,84.3485,India,17933
Quipapá,-8.8333,-36.0333,Brazil,17929
Tres de Mayo,-26.4794,-56.0961,Paraguay,17928
Manthani,18.65,79.6667,India,17927
Burke Centre,38.7903,-77.2999,United States,17926
Cortes,9.2753,126.1911,Philippines,17924
Texistepeque,14.1333,-89.5,El Salvador,17923
Ammon,43.4745,-111.9568,United States,17921
Gitagum,8.5956,124.4054,Philippines,17920
Palmi,38.3667,15.85,Italy,17920
Olho d’Água das Cunhãs,-4.1389,-45.12,Brazil,17919
Coltauco,-34.3,-71.1,Chile,17918
Kapsabet,0.3333,35.1667,Kenya,17918
Shirosato,36.4792,140.3762,Japan,17916
Alice,27.7556,-98.0653,United States,17916
Unión de San Antonio,21.128,-102.006,Mexico,17915
Roulia,32.7972,74.0639,Pakistan,17915
Deux-Montagnes,45.5333,-73.8833,Canada,17915
Ituaçu,-13.8167,-41.3,Brazil,17914
Narni,42.5167,12.5167,Italy,17914
Pelaya,8.6833,-73.6667,Colombia,17910
Pornic,47.1167,-2.1,France,17910
Mabéhiri,5.6833,-6.4167,Côte d’Ivoire,17909
Châteauneuf-les-Martigues,43.3838,5.165,France,17909
Khokha,25.9741,87.4062,India,17908
Natchitoches,31.7315,-93.0975,United States,17908
Franconia,38.7682,-77.1587,United States,17906
Wadowice,49.8833,19.5,Poland,17905
Glenvar Heights,25.709,-80.3155,United States,17902
Manambaro,-25.0333,46.8167,Madagascar,17901
Saatlı,39.9311,48.3697,Azerbaijan,17900
Nyborg,55.3122,10.7897,Denmark,17900
Kostrzyn nad Odrą,52.5883,14.6667,Poland,17899
Mebane,36.0852,-79.2736,United States,17899
Não-Me-Toque,-28.4589,-52.8208,Brazil,17898
Garches,48.8461,2.1889,France,17898
Nguigmi,14.2532,13.1108,Niger,17897
Filadélfia,-10.7408,-40.1328,Brazil,17897
Fátima,-10.6,-38.2169,Brazil,17896
Tiffin,41.1165,-83.1805,United States,17894
Zapotlán del Rey,20.4674,-102.9248,Mexico,17893
Sint-Oedenrode,51.5667,5.4667,Netherlands,17893
Murambi,-1.8133,30.0456,Rwanda,17892
Silvāni,23.3026,78.4408,India,17892
Pudunagaram,10.681,76.6611,India,17892
Anoka,45.2099,-93.3893,United States,17892
Puquio,-14.6939,-74.1241,Peru,17890
Bafanji,5.8361,10.4,Cameroon,17890
Sanghera,30.3986,75.5614,India,17890
Veldurti,15.5667,77.9167,India,17890
Çal,38.0836,29.3989,Turkey,17889
Mount Eliza,-38.189,145.092,Australia,17888
Yuanquan,40.5004,95.8,China,17886
Munguía,43.3547,-2.8472,Spain,17882
Cary,42.2129,-88.2494,United States,17880
Guapiara,-24.185,-48.5328,Brazil,17879
Steiner Ranch,30.3654,-97.896,United States,17879
Gibsonton,27.826,-82.3761,United States,17879
Carmópolis de Minas,-20.55,-44.6333,Brazil,17878
Gaoniang,26.8394,109.177,China,17878
Santa Cruz Naranjo,14.3833,-90.3667,Guatemala,17875
Vilāttikulam,9.1312,78.1687,India,17875
Selma,32.4166,-87.0336,United States,17875
El Bordj,35.5158,0.3017,Algeria,17874
Ramsbottom,53.6483,-2.3167,United Kingdom,17872
Tolentino,43.2167,13.3833,Italy,17872
Patar,40.3333,70.45,Tajikistan,17870
Bay City,28.9838,-95.9601,United States,17869
Segué,13.8333,-3.75,Mali,17868
Vordingborg,55,11.9,Denmark,17868
Sa Kaeo,13.8206,102.0589,Thailand,17864
Pimentel,19.1833,-70.1,Dominican Republic,17864
Chortiátis,40.6333,23.0167,Greece,17862
Martūru,10.1694,76.4292,India,17862
Pachmīr,25.4077,86.3803,India,17862
Marwa,25.3994,86.9257,India,17859
Farmington,37.7822,-90.4282,United States,17859
San Kamphaeng,18.75,99.1167,Thailand,17857
Cenoví,19.25,-70.37,Dominican Republic,17857
Manilva,36.3833,-5.25,Spain,17857
Százhalombatta,47.3004,18.9136,Hungary,17856
Loay,9.6,124.02,Philippines,17855
Hidrolândia,-4.4078,-40.4378,Brazil,17855
Ourém,-1.55,-47.1,Brazil,17855
Forst (Lausitz),51.7333,14.6333,Germany,17855
Colne,53.8554,-2.1756,United Kingdom,17855
Sangenjo,42.4017,-8.8067,Spain,17854
Carvin,50.4939,2.9589,France,17852
Vissannapeta,16.9398,80.7828,India,17852
Aci Castello,37.5556,15.1458,Italy,17852
Ambohitralanana,-15.2333,50.45,Madagascar,17850
Bekalta,35.6167,11,Tunisia,17850
Shirāli,14.0297,74.528,India,17850
Montanha,-18.1269,-40.3628,Brazil,17849
Pontarlier,46.9067,6.3556,France,17849
Pôrto Grande,0.7128,-51.4128,Brazil,17848
Édessa,40.8,22.05,Greece,17848
Portsmouth,41.5922,-71.2745,United States,17846
Sing Buri,14.8911,100.4031,Thailand,17843
Sidi Kada,35.3333,0.35,Algeria,17843
Pataskala,40.011,-82.7155,United States,17843
Marabut,11.12,125.22,Philippines,17842
Savignano sul Rubicone,44.1,12.4,Italy,17842
Itapiúna,-4.55,-38.95,Brazil,17841
Kristinehamn,59.3,14.1167,Sweden,17839
Harper,4.3667,-7.7167,Liberia,17837
San Bartolo Tutotepec,20.4,-98.2,Mexico,17837
Ribera,37.4994,13.265,Italy,17836
Pelahiivka,48.0989,38.6128,Ukraine,17833
Timbedgha,16.25,-8.1667,Mauritania,17832
Policoro,40.2,16.6667,Italy,17832
Parede,38.6933,-9.3569,Portugal,17830
Goshaingaon,26.4395,89.9631,India,17830
Águas de Lindóia,-22.4767,-46.6333,Brazil,17829
Bredene,51.2333,2.9667,Belgium,17828
Werdohl,51.2667,7.7667,Germany,17827
Paks,46.622,18.8559,Hungary,17827
Yakacık,40.9164,29.2222,Turkey,17825
Bhīkhi,30.07,75.53,India,17825
Arcore,45.6333,9.3167,Italy,17825
Villa Corona,20.3989,-103.6889,Mexico,17824
Mengjiacun,40.0186,119.7878,China,17822
Las Heras,-46.55,-68.95,Argentina,17821
São Luís Gonzaga do Maranhão,-4.38,-44.67,Brazil,17818
Carate Brianza,45.7667,9.1833,Italy,17817
Brownsville,25.8216,-80.2417,United States,17817
Blaj,46.1753,23.9144,Romania,17816
Freilassing,47.8333,12.9667,Germany,17816
Alton,51.1498,-0.9769,United Kingdom,17816
Kukmor,56.1833,50.8833,Russia,17815
Mazapil,24.6383,-101.5553,Mexico,17813
Itanhém,-17.15,-40.3333,Brazil,17813
Oberasbach,49.4219,10.9583,Germany,17810
Pariharpur,26.7114,85.6797,India,17810
Muttenz,47.5167,7.65,Switzerland,17809
Steinbach,49.5258,-96.6839,Canada,17806
Salgar,5.9617,-75.9753,Colombia,17804
Seyah Cheshmeh,39.0631,44.3836,Iran,17804
Santa Fe,12.15,122,Philippines,17802
Gazantarak,39.9667,69.1333,Tajikistan,17801
Fontaine-l’Évêque,50.4167,4.3167,Belgium,17801
Feilding,-40.2167,175.5667,New Zealand,17800
Dhānsāria,24.7219,87.8572,India,17800
Sobinka,56,40.0333,Russia,17799
Herenfa,36.2453,1.0458,Algeria,17799
Bagahi,26.7632,84.467,India,17798
Hendaye,43.36,-1.77,France,17796
Vennandūr,11.515,78.0908,India,17796
San Rafael,11.1728,122.8267,Philippines,17795
Jovellar,13.07,123.6,Philippines,17795
Charleston,39.4842,-88.1781,United States,17795
Salaspils,56.8667,24.35,Latvia,17794
Delran,40.017,-74.9495,United States,17794
Jucurutu,-6.0339,-37.02,Brazil,17793
Ponmana,8.3552,77.3283,India,17793
Shichigahama,38.3045,141.0591,Japan,17793
Santa Elena,-30.95,-59.8,Argentina,17791
Godfrey,38.9577,-90.2156,United States,17791
Amīnpur,17.5241,78.3242,India,17790
